Name,Link
"Vortigaunt (Half-Life Alyx) - RVC v2, 300 Epochs, RMVPE, TITAN Pretrain",https://huggingface.co/Xhepyxopila/RandomModels/resolve/main/VortigauntAlyx.zip?download=true
Deadpool (RVC V2) (Rus Dub) (500 Epochs) (Trained on Snowie V3),https://huggingface.co/Player1444/AI.models/resolve/main/Deadpool-rus%20dub%20(Trained%20on%20Snowie%20V3).zip?download=true
Chris Young (2009) (RVC v2) (300 Epochs) (RMVPE),https://huggingface.co/mjfan1999/ChrisYoung2009/resolve/main/ChrisYoung2009.zip
"Max Catnip (Counterfeit Cat) (RVC V2) (TITAN, RMVPE, 200 Epochs)",https://huggingface.co/GoldoBasic/max-catnip/resolve/main/max_catnipped.zip?download=true
Drifter (Destiny 2) | EN | RVC v2 | RMVPE | 200 epochs | 4400 steps,https://huggingface.co/WoysfuL/Destiny-Drifter-Voice/resolve/main/Drifter_e200_s4400.zip?download=true
Majin (NominalDingus) - (RVC V2) - [TITAN PRETRAIN] - 200 epochs,https://huggingface.co/Thatsnazzyartist22/Majin/resolve/main/Majinfinal.zip?download=true
Random EGirl Voice (RVC V2-TITAN Pretrain) (240 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Random_EGirl_Voice/resolve/main/Random_EGirl_Voice_e240_s4800.zip?download=true
"Nico Natsumiya (BBEU, Japanese - CV: Yui Nakajima) (Updated Model) (RVCv2, Titan, RMVPE, 300 epochs)",https://huggingface.co/RegalHyperus/BeybladeBurstExpandedUniverseJapaneseRVCModels/resolve/main/NicoNatsumiyaJPV2.zip?download=true
"Crazy Cup (Smiling Friends) (Mick Lauer) (RVC v2, RMVPE) (250 Epochs)",https://huggingface.co/MrSneakyD/SmilingFriends_RVC_Models/resolve/main/CrazyCup.zip
Helena (Azur Lane) [EN] (RVC v2) (480 Epochs),https://huggingface.co/NoIdea4Username/NoIdeaRVCCollection/resolve/main/Helena-EN.zip?download=true
"Rodrick Heffley (Disney+ Trilogy) [180 Epochs, RVC V2 - Titan Pretrain]",https://huggingface.co/CRoyce/Models_I_make/resolve/main/rodrick_heffley.zip?download=true
William Afton (CattyCodes) (RVC V2) [TITAN PRETRAIN] 300 Epochs,https://huggingface.co/jkhgf/SLWooly/resolve/main/WilliamCatty.zip?download=true
Helga Pataki - Hey Arnold (RVC V2) - 150 epochs,https://huggingface.co/UBandant/RVCModels/resolve/main/Helga.zip?download=true
Doom Eternal Announcer (800 Epochs/4K Steps/RMVPE/OV2),https://huggingface.co/diablofx/DoomEternalAnnouncer/resolve/main/DoomEternalAnnouncer.zip?download=true%3E)**
"Ariana Grande (The Eras) (RMVPE, RVC V2, 300 Epochs)",https://huggingface.co/ariscult/arianagrandeerasrvcv2/resolve/main/agtheerasrvcv2.zip
"TaeYai (FNF: Cyber Sensation) (RVC V2, RMVPE) 300 Epochs",https://huggingface.co/Timur04129/Taeyai-FNF/resolve/main/Taeyai%20(FNF%2C%20Cyber%20Sensation).zip?download=true
Rei Hino / Sailor Mars (Sailor Moon) (Viz Media Dub) (RVC v2 | RMVPE | TITAN) (300 Epochs),https://huggingface.co/MusicBox27/SailorMoon/resolve/main/Rei_Hino_e300_s4800.zip?download=true
"Lola Loud (The Loud House) (RVC V2, RMVPE, OV2 pretrain) [270 Epochs]",https://huggingface.co/iamalexcaspian/LolaLoud-TLH/resolve/main/LolaLoud-TLH.zip?download=true
"Mary Poppins (Emily Blunt, Mary Poppins Returns) (590 Epochs) [RVC v2/RVMPE] [TITAN Pretrained]",https://huggingface.co/huckleberrypie/BluntPoppins/resolve/main/BluntPoppins_RVCv2_590e.zip?download=true
Lil Uzi Vert [Barter 16 Era] 405 Epochs RVC V2 RMVPE,https://huggingface.co/gayboifarti/rvcv2/resolve/main/barter16.zip?download=true
Siri Only Saying Zero (RVC V2) (720 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Siri_Zero/resolve/main/Siri_Zero_v2.zip?download=true
Mario (Charles Martinet) (RVC V2-TITAN Pretrain) (160 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Mario_V2/resolve/main/Mario_e160_s2400.zip?download=true
IShowSpeed ASMR (TITAN-Medium Ver) (RVC v2) (TITAN-Medium) (RMVPE) (238 Epochs),https://huggingface.co/FurnTheFurnace/RVCModels/resolve/main/SpeedASMR_e238_s952.zip
"Luigi (Nintendo DS sound quality) (RVC v2, RMVPE) (350 epochs)",https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/LuigiNintendoDS.zip
"Mario (Nintendo DS sound quality) (RVC v2, RMVPE) (350 epochs)",https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/MarioNintendoDS.zip
"Mick Foley (RVC V2, 100 Epochs, Ov2)",https://huggingface.co/dacoolkid44/Random-RVC/resolve/main/MickFoley.zip?download=true
"Dwayne Forge (Grand Theft Auto IV) (RVC V2, OV2, RMVPE) (250 Epochs)",https://huggingface.co/BibEBobberson/BibRVC/resolve/main/Dwayne.zip?download=true
Pripyat - Chernobyl Original voice Evacuation (1986) [RVCV2] [SnowieV3] [250 Epochs],https://huggingface.co/Loren85/Chernobyl-Pripyat-evacuation-voice/resolve/main/Voice%20Evacuation%20Pripyat%20-%20Chernobyl.zip?download=true
Wii Sports Announcer (RVC V2-TITAN Pretrain) (200 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Wii_Sports_Announcer/resolve/main/Wii_Sports_Announcer_v2.zip?download=true
"Nintendo DS 2004 Commercial Voice (RVC v2, RMVPE) (350 epochs)",https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/NintendoDSCommercial2004.zip
Matt From Wii Sports (RVC V2) (1000 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Matt_From_Wii_Sports/resolve/main/Matt_From_Wii_Sports.zip?download=true
JVKE (RVC v2/rmvpe/OV2) 300 epochs,https://huggingface.co/Gridsada/YSNAiVoiceModel/resolve/main/JVKE300e.zip?download=true
"Vox (Hazbin Hotel, Italian Dub) (RVC V2, ItaIla) (100 Epochs)",https://huggingface.co/FanFierik/Vox/resolve/main/Vox.zip?download=true
"Valentino (Hazbin Hotel, Italian Dub) (RVC V2, ItaIla) (100 Epochs)",https://huggingface.co/FanFierik/Valentino/resolve/main/Valentino.zip?download=true
"Pierdestro (Italian Tiktoker) (RVC V2, ItaIla) (100 Epochs)",https://huggingface.co/FanFierik/Pierdestro/resolve/main/Pierdestro.zip?download=true
Clyde Donovan [V2] (South Park) (RMVPE / RVC-V2 / 600 Epochs),https://huggingface.co/RandomlyCreatedAI/ClydeDonovanV3/resolve/main/ClydeDonovanV3.zip
Angel Dust (V2)(italian Dub)(Hazbin Hotel)(voice actor Riccardo Suarez)[RVCV2] [Itaila] [300 Epochs],https://huggingface.co/Loren85/Angel-Dust-V2-Ita-Dub/resolve/main/Angel%20Dust%20ita%20V2.zip?download=true
Korean Girl Vol7 Ver2 [한국 여성 목소리] RVC V2 / KLMv7sE / 600 Epochs,https://huggingface.co/SeoulStreamingStation/IU-Voice-MultiLanguage-V1/resolve/main/KoreanGirl_Vol7v2.zip?download=true
"Mary Poppins (Emily Blunt, Mary Poppins Returns) [RVCv2, TITAN, RMVPE] [120 Epochs]",https://huggingface.co/huckleberrypie/BluntPoppins/resolve/main/BluntPoppins_RVCv2.zip?download=true
"Finn/Финн (Adventure Time) (Russian Dub) (RVC V2, Snowie V3 Pretrain) [400 Epochs]",https://huggingface.co/iamalexcaspian/Finn-AdventureTime-RusDub-SnowieV3/resolve/main/Finn-AdventureTime-RusDub-SnowieV3.zip?download=true
"Martha Lorraine (Martha Speaks) - RVC v2, 200 Epochs, RMVPE, TITAN Pretrain",https://huggingface.co/Xhepyxopila/MiscCartoonModelsRVC/resolve/main/MarthaSpeaks.zip?download=true
Jesse The Telemarketer (RVC V2-TITAN Pretrain) (160 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Jesse_Telemarketer/resolve/main/Jesse_Telemarketer_e160_s1600.zip?download=true
Nick Avocado (RVC V2-TITAN Pretrain) (270 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Nickavacado/resolve/main/Nickavacado.zip?download=true
Boyfriend FNF erect update RVC v2 200 epochs,https://huggingface.co/mrcreeper5/Boyfriendv3/resolve/main/bfv3.zip?download=true
Minerva (The Walking Dead Telltale Game) (Titan Pretrain) (RVC V2) (RMVPE 40K) (290 epochs),https://huggingface.co/Cauthess/MinervaTWD/resolve/main/Minerva%20-%20Walking%20Dead.zip?download=true
Big The Cat (Sonic Heroes) (TITAN pretrain) (RVC v2) (180 Epochs),https://huggingface.co/thedoodooman/experimentalrvcmodels/resolve/main/BigTheCat_TitanRemake.zip?download=true
"Gark (Counterfeit Cat/Псевдокот) Russian Dub (RVC V2) (SnowieV3, RMVPE, 200 Epochs)",https://huggingface.co/GoldoBasic/Gark_RUS/resolve/main/Gark_RUS.zip?download=true
JT from City Girls (RVCv2 250 Epoch),https://huggingface.co/jentiecult/thatgirljt/resolve/main/thatgirljt.zip?download=true
"Omi (Xiaolin Showdown DS) (RVC v2, RMVPE) (350 epochs)",https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/OmiXiaolinShowdownDS.zip
"Peter Parker/Spider-Man (Tobey Maguire, Sam Raimi Spider-Man PC game) (RVC v2, RMVPE) (350 epochs)",https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/dbffe1f352d3e587adea5924cb1096201d1bcb68/SpiderManTobeyMaguire.zip?download=true
Matt Willis (Busted) (TITAN) (RVC v2) (RMVPE) (300 Epochs),https://huggingface.co/SUP3RMASS1VE/Matt-Willis/resolve/main/Matt%20Willis%20(TITAN).zip?download=true
"Max (Counterfeit Cat/Псевдокот) Russian Dub (RVC V2) (SnowieV3, RMVPE, 200 Epochs)",https://huggingface.co/GoldoBasic/Max_RUS/resolve/main/Max_RUS.zip?download=true
Morgan Wallen (V2) (RVC v2) (300 Epochs) (RMVPE),https://huggingface.co/mjfan1999/MorganWallenV2/resolve/main/MorganWallenV2.zip
"Darnell (Friday Night Funkin) 300 Epochs, Titan, RMVPE, RVC V2",https://huggingface.co/BunnyToon/darnel/resolve/main/darnell.zip?download=true
Yoru (Daisuke Takahashi) (Vanlorant) (TITAN) (RVC V2) (32k) (Rmvpe) (150 epoch),https://huggingface.co/Goldeath/Valorant/resolve/main/YoruTITAN-Medium.zip?download=true
"Gnarly [Smiling Friends] (OV2, RMVPE) (RVC V2) 300 Epochs",https://huggingface.co/MrSneakyD/SmilingFriends_RVC_Models/resolve/main/Gnarly-FrowningFriends.zip
"Grim [Smiling Friends] (OV2, RMVPE) (RVC V2) 300 Epochs",https://huggingface.co/MrSneakyD/SmilingFriends_RVC_Models/resolve/main/Grim-FrowningFriends.zip
"Playboi Carti - Mi$fit (RMVPE, RVC v2, 250 Epochs, OV2)",https://huggingface.co/y0usly/MisfitCarti_250_Epochs/resolve/main/Mi%24fitCarti.zip?download=true
"""Mustard on the beat, hoe"" (RVC v2) (RIN_E3) (RMVPE) (500 epochs)",https://huggingface.co/NewTab/RVCModelsV1orV2/resolve/main/MustardOnTheBeatHoe.zip?download=true
Kratos UPDATED (God of War Ragnarok) (Christopher Judge) RVC V2 565 Epochs,https://huggingface.co/TheGreasyGamer/GoWKratosV2/resolve/main/GoWKratosV2.zip?download=true
"SantiOkuu - Attack of the Stupid King (Drums) (RVC v2, RMVPE, TITAN, 300 epochs)",https://huggingface.co/RegalHyperus/DrumKitRVCModels/resolve/main/AttackOfTheStupidKingDrums.zip?download=true
Megan Thee Stallion (RVC v2) (300 Epochs) (RMVPE),https://huggingface.co/szajean/MEGAN_BY_SZAJEAN/resolve/main/MEGAN_BY_SZAJEAN.zip?download=true
Kevin Richardson (Backstreet Boys) (TITAN) (RVC v2) (RMVPE) (300 Epochs),https://huggingface.co/SUP3RMASS1VE/Kevin-Richardson/resolve/main/Kevin%20Richardson%20(TITAN).zip?download=true
Samsung Notification(2020)(RVC V2)(RMVPE)(TITAN)(2000 Epochs - 1999 Steps)(40k Rate),https://huggingface.co/notiscBalbalEko/MYCRAPRVCMODELS/resolve/main/samsung%202020_e2000_s1999.zip?download=true
Sera (Hazbin Hotel) (italian Dub) (vocie actor Domitilla D'Amico) [RVCV2] [Itaila] [200 Epochs],https://huggingface.co/Loren85/Sera-Italian-dub-hazbin-hotel-200/resolve/main/Sera%20Italian%20dub%20200.zip?download=true
"Finn/Финн (Adventure Time) (Russian Dub) (RVC V2, RMVPE) [410 Epochs] (Ov2 Pretrain)",https://huggingface.co/iamalexcaspian/Finn-AdventureTime-RusDub/resolve/main/Finn-AdventureTime-RusDub.zip?download=true
Brit Smith (RVC v2 400 epochs),https://huggingface.co/Kremixes/brit/resolve/main/britsmith.zip?download=true
"Darnell (Pico vs. Uberkids, Friday Night Funkin', Newgrounds) | RVC v2 | RVMPE | Ov2 | 300 Epochs",https://huggingface.co/Mlaofmd/silly-homework-shit/resolve/main/darnell.zip?download=true
Tool Gun (Garry's Mod) (RVC v2) (TITAN-Medium) (RMVPE) (1000 Epochs),https://huggingface.co/FurnTheFurnace/RVCModels/resolve/main/GmodToolgun_1000e.zip
"Sir Topham Hatt but only when he says ""SILENCE"" (RVC V2) (OV2, RMVPE, 200 Epochs)",https://huggingface.co/GoldoBasic/Sir_Topham_Hatt_Silence/resolve/main/Sir_Topham_Hatt_Silence.zip?download=true
Whis [DB-FighterZ | 🇺🇸] (RVC v2 | 150 Epochs),https://huggingface.co/SyberGen/DragonBall-Ov2Super/resolve/main/Whis-FighterZ.zip?download=true
"Moxxine (Helluva Boss) (RMVPE, RVC, v2) (400 Epoches)",https://huggingface.co/John2007john/Moxxine/resolve/main/Moxxine.zip?download=true
"Jeffy (SuperMarioLogan) - RVC v2, 100 Epochs, OV2Super",https://huggingface.co/Xhepyxopila/SMLModels/resolve/main/JeffySML.zip?download=true
Ketta (Breadwinners) [RMVPE] (RVC v2) (300 Epochs),https://huggingface.co/Elinvasor12/Otros_Personajes/resolve/main/Ketta_Eng.zip
Noshiro (Azur Lane) [JP] (RVC v2) (220 Epochs),https://huggingface.co/NoIdea4Username/NoIdeaRVCCollection/resolve/main/Noshiro-JP.zip?download=true
"D.va (Overwatch) (RVC v2, RMVPE) (350 epochs)",https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/DvaOverwatch.zip
"Literally the music from a video of Thomas Müller dancing (Drums) (RVC v2, RMVPE, TITAN, 300 epochs)",https://huggingface.co/RegalHyperus/DrumKitRVCModels/resolve/main/MusicOfThomasMullerDancingDrums.zip?download=true
"Beaux ASMR (Rmvpe, RVC v2, 100 Epochs) (DMR Pretrain)",https://huggingface.co/PlayerBPlaytime/My-Models/resolve/main/BeauxASMR.zip
"Packie McReary (Grand Theft Auto IV) (RVC V2, OV2, RMVPE) (210 Epochs)",https://huggingface.co/BibEBobberson/BibRVC/resolve/main/Packie.zip
"ABBA - Gimme! Gimme! Gimme! (A Man After Midnight) (Drums) (RVC v2, RMVPE, TITAN, 300 epochs)",https://huggingface.co/RegalHyperus/DrumKitRVCModels/resolve/main/GimmeGimmeGimmeDrums.zip?download=true
"Finn/Финн (Adventure Time) (Russian Dub) (RVC V2, RMVPE) [410 Epochs] (Ov2 Pretrain)",https://huggingface.co/iamalexcaspian/Finn-AdventureTime-RusDub/resolve/main/Finn-AdventureTime-RusDub.zip?download=true
Brit Smith (RVC v2 400 epochs),https://huggingface.co/Kremixes/brit/resolve/main/britsmith.zip?download=true
"Darnell (Pico vs. Uberkids, Friday Night Funkin', Newgrounds) | RVC v2 | RVMPE | Ov2 | 300 Epochs",https://huggingface.co/Mlaofmd/silly-homework-shit/resolve/main/darnell.zip?download=true
Tool Gun (Garry's Mod) (RVC v2) (TITAN-Medium) (RMVPE) (1000 Epochs),https://huggingface.co/FurnTheFurnace/RVCModels/resolve/main/GmodToolgun_1000e.zip
"Sir Topham Hatt but only when he says ""SILENCE"" (RVC V2) (OV2, RMVPE, 200 Epochs)",https://huggingface.co/GoldoBasic/Sir_Topham_Hatt_Silence/resolve/main/Sir_Topham_Hatt_Silence.zip?download=true
Whis [DB-FighterZ | 🇺🇸] (RVC v2 | 150 Epochs),https://huggingface.co/SyberGen/DragonBall-Ov2Super/resolve/main/Whis-FighterZ.zip?download=true
"Moxxine (Helluva Boss) (RMVPE, RVC, v2) (400 Epoches)",https://huggingface.co/John2007john/Moxxine/resolve/main/Moxxine.zip?download=true
"Jeffy (SuperMarioLogan) - RVC v2, 100 Epochs, OV2Super",https://huggingface.co/Xhepyxopila/SMLModels/resolve/main/JeffySML.zip?download=true
Ketta (Breadwinners) [RMVPE] (RVC v2) (300 Epochs),https://huggingface.co/Elinvasor12/Otros_Personajes/resolve/main/Ketta_Eng.zip
Noshiro (Azur Lane) [JP] (RVC v2) (220 Epochs),https://huggingface.co/NoIdea4Username/NoIdeaRVCCollection/resolve/main/Noshiro-JP.zip?download=true
"D.va (Overwatch) (RVC v2, RMVPE) (350 epochs)",https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/DvaOverwatch.zip
"Literally the music from a video of Thomas Müller dancing (Drums) (RVC v2, RMVPE, TITAN, 300 epochs)",https://huggingface.co/RegalHyperus/DrumKitRVCModels/resolve/main/MusicOfThomasMullerDancingDrums.zip?download=true
"Beaux ASMR (Rmvpe, RVC v2, 100 Epochs) (DMR Pretrain)",https://huggingface.co/PlayerBPlaytime/My-Models/resolve/main/BeauxASMR.zip
"Packie McReary (Grand Theft Auto IV) (RVC V2, OV2, RMVPE) (210 Epochs)",https://huggingface.co/BibEBobberson/BibRVC/resolve/main/Packie.zip
"ABBA - Gimme! Gimme! Gimme! (A Man After Midnight) (Drums) (RVC v2, RMVPE, TITAN, 300 epochs)",https://huggingface.co/RegalHyperus/DrumKitRVCModels/resolve/main/GimmeGimmeGimmeDrums.zip?download=true
Morgan Wallen (RVC v2) (300 Epochs) (RMVPE),https://huggingface.co/mjfan1999/MorganWallen/resolve/main/MorganWallen.zip
Sonic The Edgehog (Knuckles: Series/Latin American Spanish Dub) (Ov2) (RMVPE) (RVC V2) - 400 Epochs,https://huggingface.co/Sam846/Sonic_Models/resolve/main/SonicJorgeRoig.zip?download=true
"Princess Loolilalu (The Amazing Digital Circus) (RVC v2, RMVPE) (350 epochs)",https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/PrincessLoolilalu.zip
2015 Samsung Notification Sound (RVC V2) (1000 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/2015_Samsung_Notification_Sound/resolve/main/_2015_Samsung_Notification_Sound_v2.zip?download=true
Nori Doorman - Murder Drones  (RVC V2) (rmvpe) (600 Epochs),https://huggingface.co/Freaky98/Nori-rvc-v2-600e/resolve/main/Nori-rvc-v2-600e.zip?download=true
"Дорогой, где ты был? (Russian Meme) (RMVPE) (RVC v2) (250 Epochs)",https://huggingface.co/Stepan2033/Models/resolve/main/Sweetie.zip?download=true
"No Shave No Haircut Guy (Instagram Page) (RVC V2, OV2) (100 Epochs)",https://huggingface.co/FanFierik/NoShaveNoHaircut/resolve/main/NoShaveNoHaircut.zip?download=true
iPhone Radar(RVC V2)(RMVPE)(TITAN)(1070 Epochs - 2138 Steps)(40k Rate),https://huggingface.co/notiscBalbalEko/MYCRAPRVCMODELS/resolve/main/iPhone%20Radar_e1070_s2138.zip?download=true
Wanna Break From The Ads Guy (Spotify) (RVC V2-Ov2) (250 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Wanna_Break_From_The_Ads_Guy/resolve/main/Wanna_Break_From_The_Ads_Guy.zip?download=true
Poofesure (RVC V2) (160 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Poofesure/resolve/main/Poofesure_v2.zip?download=true
Brittany Murphy RVCV2 V3 2975 Epoch,https://huggingface.co/MrJordanL/Brittany_Murphy_RVC2/resolve/main/BrittanyMurphyV3.zip?download=true
"Hammer Bro (Super Mario Franchise) - RVC v2, 100 Epochs",https://huggingface.co/Xhepyxopila/MarioRVCModels/resolve/main/hammerbro.zip?download=true
"Amahane Miran (VSinger) - Talking | RVC v2, 230 Epochs, TITAN Medium",https://huggingface.co/listra92/MyRVC/resolve/main/AmahaneMiran_e230_s8280.zip?download=true
MattKC (RVC V2) (220 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/MattKC/resolve/main/Matt_KC_e220_s15840.zip?download=true
Sonic The Hedgehog (FNF:RodentRap/Sonic Legacy) (RVC V2-Ov2) (170 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Sonic_The_Hedgehog_FNF_RodentRap_Sonic_Legacy/resolve/main/Sonic_The_Hedgehog_v2.zip?download=true
Little (RWBY) (RVC v2) (730 Epochs),https://huggingface.co/NoIdea4Username/NoIdeaRVCCollection/resolve/main/Little.zip?download=true
Mutahar (SomeOrdinaryGamers) (RVC V2) (220 Epochs) (RMVPE),https://huggingface.co/Coolwowsocoolwow/Mutahar/resolve/main/Mutahar_e220_s25300.zip?download=true
Glamrock Chica (FNaF: Security Breach) (RVC v2) (RIN_E3) (RMVPE) (500 Epochs),https://huggingface.co/FurnTheFurnace/RVCModels/resolve/main/GlamrockChica_500e.zip
"Master Chief (Halo series, Bungie trilogy) (RVC v2, RMVPE) (350 epochs)",https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/MasterChiefBungieTrilogy.zip
"Bad Omens Noah Sebastian (RVC v2, RMVPE, 310 Epochs)",https://huggingface.co/deadniell/BadOmensNoahSebastian/resolve/main/BadOmens_NoahSebastian.zip?download=true
"GoldoBasic (RVC V2) (OV2, RMVPE, 200 Epochs)",https://huggingface.co/GoldoBasic/goldobasic/resolve/main/goldobasic.zip?download=true
"ValleyGirl Glamrock Chica (Fnaf:SB - Unused Audio) - (RVC V2, RVMPE) - (500 epochs)",https://huggingface.co/Thatsnazzyartist22/ValleyGirl_Chica/resolve/main/ValleyGirl_GlamrockChica.zip?download=true
Rozetked (RMVPE) (RVC Ov2.1Super40k) 400 epochs,https://huggingface.co/SimplCup/Rozetked/resolve/main/Rozetked.zip?download=true
"Fort Minor - Remember the Name (Drums) (RVC v2, RMVPE, Snowie V3 x Rin_E3, 300 epochs)",https://huggingface.co/RegalHyperus/DrumKitRVCModels/resolve/main/RememberTheNameDrums.zip?download=true
Little Prince (Clash Royale) (OV2) (RVC V2) (32k) (Rmvpe) (450 epoch),https://huggingface.co/Goldeath/ClashRoyale/resolve/main/LittlePrinceOV2.zip?download=true
"Eminem - Not Afraid (Drums) (RVC v2, RMVPE, Snowie V3 x Rin_E3, 300 epochs)",https://huggingface.co/RegalHyperus/DrumKitRVCModels/resolve/main/NotAfraidDrums.zip?download=true
Michael Jackson (Invincible Era) (V3) (RVC v2) (300 Epochs) (RMVPE),https://huggingface.co/mjfan1999/MJInvincibleEra2001V3/resolve/main/MJInvincibleEraV3.zip
Michael Jackson (Invincible Era) (V2) (RVC v2) (300 Epochs) (RMVPE),https://huggingface.co/mjfan1999/MJInivincibleEra2001V2/resolve/main/MJInivincibleEra2001V2.zip
Luke Combs (2022-2023) (RVC v2) (300 Epochs) (RMVPE),https://huggingface.co/mjfan1999/LukeCombs22-23/resolve/main/LukeCombs22-23.zip
Luke Combs (2017-2018) (RVC v2) (300 Epochs) (RMVPE),https://huggingface.co/mjfan1999/LukeCombs17-18/resolve/main/LukeCombs17-18.zip
Brantley Gilbert (2013-2014) (RVC v2) (300 Epochs) (RMVPE),https://huggingface.co/mjfan1999/BrantleyGilbert13-14/resolve/main/BrantleyGilbert13-14.zip
Brantley Gilbert (2022-2023) (RVC v2) (300 Epochs) (RMVPE),https://huggingface.co/mjfan1999/BrantleyGilbert23-24/resolve/main/BrantleyGilbert23-24.zip
"Kagami Chihiro [RVC V2, 550 Epochs, RMVPE] [Blue Archive]",https://huggingface.co/TokiBotan/KagamiChihiroRVCV2/resolve/main/KagamiChihiro.zip?download=true
AlphaJayShow (RMVPE) (RVC V2/TITAN) (298 Epochs),https://huggingface.co/MusologyWavey/MusologyRVC/resolve/main/AlphaJayShow.zip?download=true
MsBigSausage (RMVPE) (RVC Ov2.1Super) 400 epochs,https://huggingface.co/SimplCup/MsBigsausage/resolve/main/MsBigSausage.zip?download=true
Plainrock124 (RVC V2) (200 Epochs) [RMVPE],https://huggingface.co/Coolwowsocoolwow/Plainrock124/resolve/main/Plainrock124_e200_s14600.zip?download=true
Rare Americans (frontman voice) [RVCV2] [TITAN Petrain] [300 Epochs],https://huggingface.co/Loren85/Rare-Americans-Frontman-voice/resolve/main/Rare%20Americans%20Frontman%20voice.zip?download=true
"Usada Pekora (Hololive) | RVC v2, 241 Epochs, TITAN Medium",https://huggingface.co/listra92/MyRVC/resolve/main/Pekora_e241_s4820.zip?download=true
Shahra (Sonic And The Secret Rings) (RVC V2) (240 Epochs) [RMVPE],https://huggingface.co/Coolwowsocoolwow/Shahra/resolve/main/Shahra_e240_s31920.zip?download=true
"Tokino Sora (Hololive) | RVC v2, 210 Epochs",https://huggingface.co/listra92/MyRVC/resolve/main/TokinoSora_e210_s12810.zip?download=true
"Tulus (Manusia Era, REVAMP 40k) (Indonesian Artist) (RVC V2) (500 Epochs, RMVPE)",https://huggingface.co/ABF54/ABFRVC/resolve/main/TulusManusiaEra_Revamp40k.zip?download=true
Denisse Guerrero [ Belanova ] | RVC v2 | 320 Epoch,https://huggingface.co/mrf824/Belanova/resolve/main/Belanova_Denisse_320Epoch.zip?download=true
Tien Shinhan [DB-FighterZ | 🇺🇸] (RVC v2 | 250 Epochs),https://huggingface.co/SyberGen/DragonBall-Ov2Super/resolve/main/TienShinhan-FighterZ.zip?download=true
"TV Static (RVC V2) (OV2, RMVPE, 200 Epochs, 1200 Steps)",https://huggingface.co/GoldoBasic/tvstatic/resolve/main/TV_STATIC.zip?download=true
Yamcha [DB-FighterZ | 🇺🇸] (RVC v2 | 150 Epochs),https://huggingface.co/SyberGen/DragonBall-Ov2Super/resolve/main/Yamcha-FighterZ.zip?download=true
"RecD - Twinsomnia W/Lyrics - Boy - (RVC V2, RMVPE) - (300 epochs)",https://huggingface.co/Thatsnazzyartist22/Boy/resolve/main/RecD%20Boy.zip?download=true
"Caine (TADC) - (RVC V2, RMVPE) - (100 epochs)",https://huggingface.co/Thatsnazzyartist22/Caine/resolve/main/CaineFinal.zip?download=true
Harley Quinn V2 - (Batman: The Enemy Within) (Titan Pretrain) (RVC V2) (RVMPE 32K) (410 epochs),https://huggingface.co/Cauthess/HarleyQuinnTitanPretrain/resolve/main/Harley%20Quinn%20Version%202%20-%20Enemy%20Within.zip?download=true
"MrPeto (Italian Ex-Youtuber) (RVC V2, ItaIla) (150 Epochs)",https://huggingface.co/FanFierik/MrPeto/resolve/main/MrPeto.zip?download=true
"Zerbiian (Italian Youtuber) (RVC V2, ItaIla) (150 Epochs)",https://huggingface.co/FanFierik/Zerbiian/resolve/main/Zerbiian.zip?download=true
Vittorio Vento (Azur Lane) [JP] (RVC v2) (350 Epochs),https://huggingface.co/NoIdea4Username/NoIdeaRVCCollection/resolve/main/Vittorio-Vento-JP.zip?download=true
"CaptainBlazer (Italian Youtuber) (RVC V2, ItaIla) (150 Epochs)",https://huggingface.co/FanFierik/CaptainBlazer/resolve/main/CaptainBlazer.zip?download=true
"Dark Queen (Battletoads 2020) (RVC v2, RMVPE) (350 epochs)",https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/DarkQueenBattletoads2020.zip
"Clyde McBride (The Loud House, seasons 3-5, Andre Robinson) (RVC V2, RMVPE) [400 Epochs]",https://huggingface.co/iamalexcaspian/ClydeMcBride-TLH-AndreRobinson/resolve/main/ClydeMcBride-TLH-AndreRobinson.zip?download=true
